reviewer,instance_id,comment_idx,file_original,file_normalized,line_start,line_end,severity,message_truncated,nearest_oracle_file_match,nearest_oracle_site_id,nearest_oracle_distance_lines,distance_bucket,is_round1_hit
static,django__django-16816,11,django/contrib/admin/checks.py,django/contrib/admin/checks.py,636,636,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,280,right_file_distance_gt_10,False
static,django__django-16816,12,django/contrib/admin/checks.py,django/contrib/admin/checks.py,678,678,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,238,right_file_distance_gt_10,False
static,django__django-16816,13,django/contrib/admin/checks.py,django/contrib/admin/checks.py,734,734,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,182,right_file_distance_gt_10,False
static,django__django-16816,14,django/contrib/admin/checks.py,django/contrib/admin/checks.py,770,770,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,146,right_file_distance_gt_10,False
static,django__django-16816,15,django/contrib/admin/checks.py,django/contrib/admin/checks.py,779,779,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,137,right_file_distance_gt_10,False
static,django__django-16816,16,django/contrib/admin/checks.py,django/contrib/admin/checks.py,840,840,medium,W0613: Unused argument 'label',True,site-0001,76,right_file_distance_gt_10,False
static,django__django-16816,17,django/contrib/admin/checks.py,django/contrib/admin/checks.py,899,899,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,17,right_file_distance_gt_10,False
static,django__django-16816,18,django/contrib/admin/checks.py,django/contrib/admin/checks.py,913,913,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,3,right_file_distance_1_to_3,True
static,django__django-16816,19,django/contrib/admin/checks.py,django/contrib/admin/checks.py,1095,1095,medium,W0212: Access to a protected member _meta of a client class,True,site-0001,171,right_file_distance_gt_10,False
static,django__django-16816,20,django/contrib/admin/checks.py,django/contrib/admin/checks.py,1190,1190,medium,W0212: Access to a protected member _get_base_actions of a client class,True,site-0001,266,right_file_distance_gt_10,False
claude-sonnet-4-5,django__django-17087,1,django/db/migrations/serializer.py,django/db/migrations/serializer.py,291,291,medium,"Empty set serialization produces 'set()' but _format returns string with '%s' placeholder that expects content, resulting in 'set([])' instead of 'set()'.",True,site-0001,117,right_file_distance_gt_10,False
gpt-4o-mini,django__django-17087,1,django/db/migrations/serializer.py,django/db/migrations/serializer.py,201,201,medium,Using a set to collect imports may lead to unexpected behavior if the same import is added multiple times.,True,site-0001,27,right_file_distance_gt_10,False
gpt-4o-mini,django__django-17087,2,django/db/migrations/serializer.py,django/db/migrations/serializer.py,275,275,medium,Using a set to collect imports may lead to unexpected behavior if the same import is added multiple times.,True,site-0001,101,right_file_distance_gt_10,False
static,django__django-17087,1,django/db/migrations/serializer.py,django/db/migrations/serializer.py,312,312,high,E1101: Module 'types' has no 'NoneType' member,True,site-0001,138,right_file_distance_gt_10,False
static,django__django-17087,2,django/db/migrations/serializer.py,django/db/migrations/serializer.py,346,346,high,E1101: Module 'types' has no 'NoneType' member,True,site-0001,172,right_file_distance_gt_10,False
static,django__django-17087,3,django/db/migrations/serializer.py,django/db/migrations/serializer.py,49,49,medium,W0223: Method '_format' is abstract in class 'BaseSequenceSerializer' but is not overridden in child class 'BaseUnorderedSequenceSerializer',True,site-0001,119,right_file_distance_gt_10,False
static,django__django-17087,4,django/db/migrations/serializer.py,django/db/migrations/serializer.py,137,137,medium,W0212: Access to a protected member _decompose of a client class,True,site-0001,31,right_file_distance_gt_10,False
static,django__django-17087,5,django/db/migrations/serializer.py,django/db/migrations/serializer.py,230,230,medium,W0612: Unused variable 'attr_name',True,site-0001,56,right_file_distance_gt_10,False
static,django__django-17087,6,django/db/migrations/serializer.py,django/db/migrations/serializer.py,393,393,medium,W0212: Access to a protected member _registry of a client class,True,site-0001,219,right_file_distance_gt_10,False
claude-sonnet-4-5,matplotlib__matplotlib-23476,1,lib/matplotlib/figure.py,lib/matplotlib/figure.py,2383,2383,low,Duplicate connection of 'key_release_event' handler at line 2383 (already connected at line 2382).,True,site-0001,640,right_file_distance_gt_10,False
claude-sonnet-4-5,matplotlib__matplotlib-23476,2,lib/matplotlib/figure.py,lib/matplotlib/figure.py,404,405,low,Dictionary key 'rotation_mode' is added to info dict but not used in _suplabels method.,True,site-0001,2618,right_file_distance_gt_10,False
gpt-4o-mini,matplotlib__matplotlib-23476,1,lib/matplotlib/figure.py,lib/matplotlib/figure.py,124,124,high,Using mpl.rcParams directly in the constructor can lead to unexpected behavior if rcParams are modified after initialization.,True,site-0001,2899,right_file_distance_gt_10,False
gpt-4o-mini,matplotlib__matplotlib-23476,2,lib/matplotlib/figure.py,lib/matplotlib/figure.py,2401,2403,high,"Figure size must be positive finite, but the check does not account for the case where size is not provided.",True,site-0001,620,right_file_distance_gt_10,False
gpt-4o-mini,matplotlib__matplotlib-23476,3,lib/matplotlib/figure.py,lib/matplotlib/figure.py,2404,2404,medium,The figure's bounding box is set without checking if the dimensions are valid.,True,site-0001,619,right_file_distance_gt_10,False
gpt-4o-mini,matplotlib__matplotlib-23476,4,lib/matplotlib/figure.py,lib/matplotlib/figure.py,2408,2408,medium,Setting the dpi without validation can lead to unexpected results if an invalid value is provided.,True,site-0001,615,right_file_distance_gt_10,False
gpt-4o-mini,matplotlib__matplotlib-23476,5,lib/matplotlib/figure.py,lib/matplotlib/figure.py,2409,2409,medium,The transformation for the figure's bounding box is set without ensuring the transformation is valid.,True,site-0001,614,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,1,lib/matplotlib/figure.py,lib/matplotlib/figure.py,136,136,high,E0203: Access to member 'left' before its definition line 143,True,site-0001,2887,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,2,lib/matplotlib/figure.py,lib/matplotlib/figure.py,137,137,high,E0203: Access to member 'right' before its definition line 145,True,site-0001,2886,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,3,lib/matplotlib/figure.py,lib/matplotlib/figure.py,139,139,high,E0203: Access to member 'bottom' before its definition line 147,True,site-0001,2884,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,4,lib/matplotlib/figure.py,lib/matplotlib/figure.py,140,140,high,E0203: Access to member 'top' before its definition line 149,True,site-0001,2883,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,5,lib/matplotlib/figure.py,lib/matplotlib/figure.py,203,203,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2820,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,6,lib/matplotlib/figure.py,lib/matplotlib/figure.py,254,254,high,E1101: Instance of 'FigureBase' has no 'get_axes' member,True,site-0001,2769,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,7,lib/matplotlib/figure.py,lib/matplotlib/figure.py,270,270,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2753,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,8,lib/matplotlib/figure.py,lib/matplotlib/figure.py,288,288,high,E1101: Instance of 'FigureBase' has no '_default_contains' member,True,site-0001,2735,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,9,lib/matplotlib/figure.py,lib/matplotlib/figure.py,291,291,high,E1101: Instance of 'FigureBase' has no 'bbox' member,True,site-0001,2732,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,10,lib/matplotlib/figure.py,lib/matplotlib/figure.py,298,298,high,E1101: Instance of 'FigureBase' has no 'bbox' member,True,site-0001,2725,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,11,lib/matplotlib/figure.py,lib/matplotlib/figure.py,375,375,high,E0606: Possibly using variable 'autopos' before assignment,True,site-0001,2648,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,12,lib/matplotlib/figure.py,lib/matplotlib/figure.py,410,410,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2613,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,13,lib/matplotlib/figure.py,lib/matplotlib/figure.py,414,414,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2609,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,14,lib/matplotlib/figure.py,lib/matplotlib/figure.py,422,422,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2601,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,15,lib/matplotlib/figure.py,lib/matplotlib/figure.py,432,432,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2591,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,16,lib/matplotlib/figure.py,lib/matplotlib/figure.py,438,438,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2585,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,17,lib/matplotlib/figure.py,lib/matplotlib/figure.py,448,448,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2575,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,18,lib/matplotlib/figure.py,lib/matplotlib/figure.py,458,458,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2565,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,19,lib/matplotlib/figure.py,lib/matplotlib/figure.py,470,470,high,E1101: Instance of 'FigureBase' has no 'patch' member,True,site-0001,2553,right_file_distance_gt_10,False
static,matplotlib__matplotlib-23476,20,lib/matplotlib/figure.py,lib/matplotlib/figure.py,502,502,high,E1101: Instance of 'FigureBase' has no 'transSubfigure' member,True,site-0001,2521,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,1,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,117,117,medium,W0613: Unused argument 'args',True,site-0001,184,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,2,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,137,137,medium,W0201: Attribute '_xy' defined outside __init__,True,site-0001,164,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,3,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,162,162,medium,W0612: Unused variable 'y',True,site-0001,139,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,4,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,167,167,medium,W0622: Redefining built-in 'len',True,site-0001,134,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,5,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,292,292,medium,W0622: Redefining built-in 'format',True,site-0001,9,right_file_distance_4_to_10,False
static,matplotlib__matplotlib-25498,6,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,519,519,medium,W0201: Attribute 'stale' defined outside __init__,True,site-0001,208,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,7,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,646,646,medium,W0613: Unused argument 'ax',True,site-0001,335,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,8,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,770,770,medium,W0642: Invalid assignment to self in method,True,site-0002,331,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,9,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,774,774,medium,W0511: TODO: Make colorbar lines auto-follow changes in contour lines.,True,site-0002,327,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,10,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,781,781,medium,W0621: Redefining name 'colors' from outer scope (line 19),True,site-0002,320,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,11,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,781,781,medium,W0642: Invalid assignment to self in method,True,site-0002,320,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,12,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,901,901,medium,W0201: Attribute 'stale' defined outside __init__,True,site-0002,200,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,13,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1026,1026,medium,W0212: Access to a protected member _set_axes_scale of a client class,True,site-0002,75,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,14,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1036,1036,medium,W0212: Access to a protected member _colorbar_info of a client class,True,site-0002,65,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,15,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1038,1038,medium,W0212: Access to a protected member _colorbars of a client class,True,site-0002,63,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,16,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1039,1039,medium,W0212: Access to a protected member _colorbars of a client class,True,site-0002,62,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,17,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1060,1060,medium,W0212: Access to a protected member _set_position of a client class,True,site-0002,41,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,18,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1073,1073,medium,W0201: Attribute '_values' defined outside __init__,True,site-0002,28,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,19,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1080,1080,medium,W0201: Attribute '_boundaries' defined outside __init__,True,site-0002,21,right_file_distance_gt_10,False
static,matplotlib__matplotlib-25498,20,lib/matplotlib/colorbar.py,lib/matplotlib/colorbar.py,1082,1082,medium,W0201: Attribute '_boundaries' defined outside __init__,True,site-0002,19,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8282,1,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1932,1933,medium,"Off-by-one error: checks `len(sig.parameters) == 1` but accesses `params[1]`, which would cause IndexError.",True,site-0003,44,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8282,2,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1285,1286,low,Inconsistent early return check: returns early if `len(sig.parameters) == 0` but similar function at line 1932 checks for `== 1`.,True,site-0001,39,right_file_distance_gt_10,False
gpt-4o-mini,sphinx-doc__sphinx-8282,1,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,105,105,medium,The function members_set_option() is deprecated.,True,site-0001,1135,right_file_distance_gt_10,False
gpt-4o-mini,sphinx-doc__sphinx-8282,2,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,155,155,medium,The function merge_special_members_option() is deprecated.,True,site-0001,1085,right_file_distance_gt_10,False
gpt-4o-mini,sphinx-doc__sphinx-8282,3,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,2225,2225,medium,The function get_documenters() is deprecated.,True,site-0003,337,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,1,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,17,17,high,F401: `types.ModuleType` imported but unused,True,site-0001,1223,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,2,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,29,29,high,F401: `sphinx.environment.BuildEnvironment` imported but unused,True,site-0001,1211,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,3,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1018,1018,high,E1135: Value 'self.__all__' doesn't support membership test,True,site-0001,222,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,4,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,2084,2084,high,E0601: Using variable 'orig' before assignment,True,site-0003,196,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,5,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,42,42,medium,W0125: Using a conditional statement with a constant value,True,site-0001,1198,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,6,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,44,44,medium,W0404: Reimport 'Type' (imported line 18),True,site-0001,1196,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,7,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,148,148,medium,W0613: Unused argument 'arg',True,site-0001,1092,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,8,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,198,198,medium,W0613: Unused argument 'app',True,site-0001,1042,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,9,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,226,226,medium,W0613: Unused argument 'app',True,site-0001,1014,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,10,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,426,426,medium,W0613: Unused argument 'kwargs',True,site-0001,814,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,11,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,474,474,medium,W0718: Catching too general exception Exception,True,site-0001,766,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,12,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,735,735,medium,W0718: Catching too general exception Exception,True,site-0001,505,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,13,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,845,845,medium,W0201: Attribute 'real_modname' defined outside __init__,True,site-0001,395,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,14,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,886,886,medium,W0718: Catching too general exception Exception,True,site-0001,354,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,15,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1029,1029,medium,W0223: Method 'can_document_member' is abstract in class 'Documenter' but is not overridden in child class 'ModuleLevelDocumenter',True,site-0001,211,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,16,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1050,1050,medium,W0223: Method 'can_document_member' is abstract in class 'Documenter' but is not overridden in child class 'ClassLevelDocumenter',True,site-0001,190,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,17,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1072,1072,medium,W0612: Unused variable 'sep',True,site-0001,168,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,18,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1124,1124,medium,W0612: Unused variable 'exmod',True,site-0001,116,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,19,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1374,1374,medium,W0201: Attribute 'doc_as_attr' defined outside __init__,True,site-0002,100,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8282,20,sphinx/ext/autodoc/__init__.py,sphinx/ext/autodoc/__init__.py,1376,1376,medium,W0201: Attribute 'doc_as_attr' defined outside __init__,True,site-0002,98,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8474,1,sphinx/domains/std.py,sphinx/domains/std.py,236,236,high,Using first ID from signode['ids'] list which may be empty or contain wrong ID after multiple IDs were appended in lines 224-229.,True,site-0001,616,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8474,2,sphinx/domains/std.py,sphinx/domains/std.py,245,245,high,Using first ID from signode['ids'] list which may be empty or contain wrong ID after multiple IDs were appended in lines 224-229.,True,site-0001,607,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8474,3,sphinx/domains/std.py,sphinx/domains/std.py,541,541,medium,Checking title[0] without verifying title is non-empty could raise IndexError.,True,site-0001,311,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8474,4,sphinx/domains/std.py,sphinx/domains/std.py,667,668,medium,"Tuple unpacking assumes objects dictionary values are 2-tuples, but could fail if data is corrupted.",True,site-0001,184,right_file_distance_gt_10,False
claude-sonnet-4-5,sphinx-doc__sphinx-8474,5,sphinx/domains/std.py,sphinx/domains/std.py,870,870,low,String 'number' checked with 'in' operator but should be '{number}' to match format string pattern.,True,site-0001,11,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,1,sphinx/domains/std.py,sphinx/domains/std.py,15,15,high,F401: `typing.Callable` imported but unused,True,site-0001,837,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,2,sphinx/domains/std.py,sphinx/domains/std.py,19,19,high,F401: `docutils.parsers.rst.Directive` imported but unused,True,site-0001,833,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,3,sphinx/domains/std.py,sphinx/domains/std.py,32,32,high,F401: `sphinx.util.typing.RoleFunction` imported but unused,True,site-0001,820,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,4,sphinx/domains/std.py,sphinx/domains/std.py,60,60,high,E1102: self.parse_node is not callable,True,site-0001,792,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,5,sphinx/domains/std.py,sphinx/domains/std.py,405,405,high,E0601: Using variable 'indent_len' before assignment,True,site-0001,447,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,6,sphinx/domains/std.py,sphinx/domains/std.py,34,34,medium,W0125: Using a conditional statement with a constant value,True,site-0001,818,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,7,sphinx/domains/std.py,sphinx/domains/std.py,68,68,medium,W0613: Unused argument 'sig',True,site-0001,784,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,8,sphinx/domains/std.py,sphinx/domains/std.py,214,214,medium,W0613: Unused argument 'firstname',True,site-0001,638,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,9,sphinx/domains/std.py,sphinx/domains/std.py,277,277,medium,W0613: Unused argument 'has_explicit_title',True,site-0001,575,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,10,sphinx/domains/std.py,sphinx/domains/std.py,538,538,medium,W0613: Unused argument 'env',True,site-0001,314,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,11,sphinx/domains/std.py,sphinx/domains/std.py,706,706,medium,W0511: XXX duplicates?,True,site-0001,146,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,12,sphinx/domains/std.py,sphinx/domains/std.py,811,811,medium,W0613: Unused argument 'env',True,site-0001,41,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,13,sphinx/domains/std.py,sphinx/domains/std.py,812,812,medium,W0613: Unused argument 'typ',True,site-0001,40,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,14,sphinx/domains/std.py,sphinx/domains/std.py,813,813,medium,W0613: Unused argument 'contnode',True,site-0001,39,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,15,sphinx/domains/std.py,sphinx/domains/std.py,830,830,medium,W0613: Unused argument 'typ',True,site-0001,22,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,16,sphinx/domains/std.py,sphinx/domains/std.py,891,891,medium,W0613: Unused argument 'env',True,site-0001,32,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,17,sphinx/domains/std.py,sphinx/domains/std.py,892,892,medium,W0613: Unused argument 'typ',True,site-0001,33,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,18,sphinx/domains/std.py,sphinx/domains/std.py,893,893,medium,W0613: Unused argument 'node',True,site-0001,34,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,19,sphinx/domains/std.py,sphinx/domains/std.py,902,902,medium,W0613: Unused argument 'typ',True,site-0001,43,right_file_distance_gt_10,False
static,sphinx-doc__sphinx-8474,20,sphinx/domains/std.py,sphinx/domains/std.py,903,903,medium,W0613: Unused argument 'contnode',True,site-0001,44,right_file_distance_gt_10,False
claude-sonnet-4-5,sympy__sympy-16792,1,sympy/utilities/codegen.py,sympy/utilities/codegen.py,277,277,high,Identity comparison 'is' used instead of equality '==' for string comparison.,True,site-0001,418,right_file_distance_gt_10,False
claude-sonnet-4-5,sympy__sympy-16792,2,sympy/utilities/codegen.py,sympy/utilities/codegen.py,279,279,high,Identity comparison 'is' used instead of equality '==' for string comparison.,True,site-0001,416,right_file_distance_gt_10,False
claude-sonnet-4-5,sympy__sympy-16792,3,sympy/utilities/codegen.py,sympy/utilities/codegen.py,958,958,high,"CodeGen is called as a function but it's a class, should be CodeGenError.",True,site-0003,213,right_file_distance_gt_10,False
claude-sonnet-4-5,sympy__sympy-16792,4,sympy/utilities/codegen.py,sympy/utilities/codegen.py,964,964,low,Typo in error message: 'variabels' should be 'variables'.,True,site-0003,219,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-16792,1,sympy/utilities/codegen.py,sympy/utilities/codegen.py,252,252,high,"Complex numbers are not supported in C or Rust, but the code does not raise an exception for complex variables.",True,site-0001,443,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-16792,2,sympy/utilities/codegen.py,sympy/utilities/codegen.py,277,277,high,Using 'is' for string comparison can lead to unexpected behavior; '==' should be used instead.,True,site-0001,418,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-16792,3,sympy/utilities/codegen.py,sympy/utilities/codegen.py,279,279,high,Using 'is' for string comparison can lead to unexpected behavior; '==' should be used instead.,True,site-0001,416,right_file_distance_gt_10,False
static,sympy__sympy-16792,1,sympy/utilities/codegen.py,sympy/utilities/codegen.py,277,277,high,F632: Use `==` to compare constant literals,True,site-0001,418,right_file_distance_gt_10,False
static,sympy__sympy-16792,2,sympy/utilities/codegen.py,sympy/utilities/codegen.py,279,279,high,F632: Use `==` to compare constant literals,True,site-0001,416,right_file_distance_gt_10,False
static,sympy__sympy-16792,3,sympy/utilities/codegen.py,sympy/utilities/codegen.py,643,643,high,E0606: Possibly using variable 'local_symbols' before assignment,True,site-0001,52,right_file_distance_gt_10,False
static,sympy__sympy-16792,4,sympy/utilities/codegen.py,sympy/utilities/codegen.py,777,777,high,E1101: Instance of 'CodeGen' has no 'dump_fns' member,True,site-0003,32,right_file_distance_gt_10,False
static,sympy__sympy-16792,5,sympy/utilities/codegen.py,sympy/utilities/codegen.py,783,783,high,E1101: Instance of 'CodeGen' has no 'dump_fns' member,True,site-0003,38,right_file_distance_gt_10,False
static,sympy__sympy-16792,6,sympy/utilities/codegen.py,sympy/utilities/codegen.py,819,819,high,E1101: Instance of 'CodeGen' has no '_preprocessor_statements' member,True,site-0003,74,right_file_distance_gt_10,False
static,sympy__sympy-16792,7,sympy/utilities/codegen.py,sympy/utilities/codegen.py,824,824,high,E1101: Instance of 'CodeGen' has no '_get_routine_opening' member,True,site-0003,79,right_file_distance_gt_10,False
static,sympy__sympy-16792,8,sympy/utilities/codegen.py,sympy/utilities/codegen.py,825,825,high,E1101: Instance of 'CodeGen' has no '_declare_arguments' member,True,site-0003,80,right_file_distance_gt_10,False
static,sympy__sympy-16792,9,sympy/utilities/codegen.py,sympy/utilities/codegen.py,826,826,high,E1101: Instance of 'CodeGen' has no '_declare_globals' member,True,site-0003,81,right_file_distance_gt_10,False
static,sympy__sympy-16792,10,sympy/utilities/codegen.py,sympy/utilities/codegen.py,827,827,high,E1101: Instance of 'CodeGen' has no '_declare_locals' member,True,site-0003,82,right_file_distance_gt_10,False
static,sympy__sympy-16792,11,sympy/utilities/codegen.py,sympy/utilities/codegen.py,830,830,high,E1101: Instance of 'CodeGen' has no '_call_printer' member,True,site-0003,85,right_file_distance_gt_10,False
static,sympy__sympy-16792,12,sympy/utilities/codegen.py,sympy/utilities/codegen.py,833,833,high,E1101: Instance of 'CodeGen' has no '_get_routine_ending' member,True,site-0003,88,right_file_distance_gt_10,False
